Rank,Author,Score
823,"Hans-Ulrich  Brautzsch Leibniz-Institut für Wirtschaftsforschung Halle (IWH), Halle, Germany",206
823,"Mark  Steel Department of Statistics, University of Warwick, Coventry, United Kingdom",206
823,"Franz  Dietrich Paris School of Economics, Paris, France",206
829,"Leopold  Simar Center for Operations Research and Econometrics (CORE), Louvain Institute of data Analysis and Modelling in Economics and Statistics (LIDAM), Université Catholique de Louvain, Louvain-la-Neuve, Belgium",205
829,"Ana Carmen Mauleon Centre de Recherche en Économie (CEREC), Université Saint-Louis, Bruxelles/Brussel, BelgiumCenter for Operations Research and Econometrics (CORE), Louvain Institute of data Analysis and Modelling in Economics and Statistics (LIDAM), Université Catholique de Louvain, Louvain-la-Neuve, Belgium",205
829,Gebhard  Kirchgassner †,205
829,"Gustavo  Yamada Departamento Académico de Economía, Universidad del Pacífico, Lima, Peru",205
829,"Alexander S. Kritikos DIW Berlin (Deutsches Institut für Wirtschaftsforschung), Berlin, Germany",205
829,"Duc Khuong  Nguyen Institut de Préparation à l'Administration et à la Gestion (IPAG), Paris, France",205
829,"Theodore  Panagiotidis Department of Economics, University of Macedonia, Thessaloniki, Greece",205
829,"Shlomo  Weber New Economic School (NES), Moscow, Russia",205
829,"Eswar  Prasad Charles H. Dyson School of Applied Economics and Management, Cornell University, Ithaca, New York (USA)",205
829,"Boyan  Jovanovic Department of Economics, New York University (NYU), New York City, New York (USA)",205
829,"Alan S. Blinder Griswold Center for Economic Policy Studies, Department of Economics, Princeton University, Princeton, New Jersey (USA)Department of Economics, Princeton University, Princeton, New Jersey (USA)",205
829,"Patrick  Feve Toulouse School of Economics (TSE), Toulouse, France",205
829,"Karl  Meilke Department of Food, Agricultural and Resource Economics (FARE), University of Guelph, Guelph, Canada",205
829,"Claude  d'Aspremont Center for Operations Research and Econometrics (CORE), Louvain Institute of data Analysis and Modelling in Economics and Statistics (LIDAM), Université Catholique de Louvain, Louvain-la-Neuve, Belgium",205
829,"Hans  Degryse Faculteit Economie en Bedrijfswetenschappen, KU Leuven, Leuven, Belgium",205
829,"Rodney  Tyers Business School, University of Western Australia, Perth, Australia",205
829,"Julien  Chevallier Institut de Préparation à l'Administration et à la Gestion (IPAG), Paris, France",205
846,"Yuriy  Gorodnichenko Department of Economics, University of California-Berkeley, Berkeley, California (USA)",204
846,"Sergi  Jimenez-Martin Departament d'Economia i Empresa, Universitat Pompeu Fabra, Barcelona Graduate School of Economics (Barcelona GSE), Barcelona, Spain",204
846,"Peter  Martinsson Nationalekonomiska institutionen, Handelshögskolan, Göteborgs Universitet, Göteborg, Sweden",204
846,"Margit  Schratzenstaller Österreichisches Institut für Wirtschaftsforschung (WIFO), Wien, Austria",204
846,"Udo  Ludwig Leibniz-Institut für Wirtschaftsforschung Halle (IWH), Halle, Germany",204
846,"Pranab K. Bardhan Department of Economics, University of California-Berkeley, Berkeley, California (USA)",204
846,"Louis  Putterman Economics Department, Brown University, Providence, Rhode Island (USA)",204
846,"Maria-Carmen  Guisan Econometria, Facultade de Ciencias Económicas e Empresariais, Universidade de Santiago de Compostela, Santiago de Compostela, Spain",204
846,Martin L. Weitzman †,204
846,"Donald W. K. Andrews Economics Department, Yale University, New Haven, Connecticut (USA)Cowles Foundation for Research in Economics, Yale University, New Haven, Connecticut (USA)",204
846,"Dan  Kovenock Economic Science Institute (ESI), Argyros School of Business and Economics, Chapman University, Orange, California (USA)",204
846,"d'Artis  Kancs Joint Research Centre, European Commission, Ispra, Italy",204
846,"Stephane  Auray Centre de Recherche en Économie et Statistique (CREST), Palaiseau, France",204
846,"Ian  Parry International Monetary Fund (IMF), Washington, District of Columbia (USA)",204
846,"Magnus  Henrekson Institutet för Näringslivsforskning (IFN), Stockholm, Sweden",204
861,"Kjell  Hausken Institutt for Industriell Økonomi, Risikostyring og Planlegging, Universitetet i Stavanger, Stavanger, Norway",203
861,"R. Quentin  Grafton Crawford School of Public Policy, Australian National University, Canberra, Australia",203
861,"Jean-Louis  Combes Centre d'Études et de Recherches sur le Développement International (CERDI), École d'Économie, Université Clermont Auvergne, Clermont-Ferrand, France",203
861,"Guy  Lacroix Département d'Économique, Université Laval, Québec, Canada",203
861,"Cuong Viet Nguyen Mekong Development Research Institute, Hanoi, Viet Nam",203
861,"Pierre-Carl  Michaud HEC Montréal (École des Hautes Études Commerciales), Montréal, Canada",203
861,"Carlo  Favero Dipartimento di Finanza, Università Commerciale Luigi Bocconi, Milano, Italy",203
861,"Ekkehart  Schlicht Volkswirtschaftliche Fakultät, Ludwig-Maximilians-Universität München, München, Germany",203
861,"Nirvikar  Singh Economics Department, University of California-Santa Cruz (UCSC), Santa Cruz, California (USA)",203
870,"Rommert  Dekker Econometrisch Instituut, Faculteit der Economische Wetenschappen, Erasmus Universiteit Rotterdam, Rotterdam, Netherlands",202
870,Bruno  De Borger,202
870,"Carsten  Hefeker Professur für Volkswirtschaftslehre, Europäische Wirtschaftspolitik, Fakultät Wirtschaftswissenschaften, Wirtschaftsinformatik und Wirtschaftsrecht, Universität Siegen, Siegen, Germany",202
870,"Ilan  Noy School of Economics and Finance, Wellington School of Business and Government, Victoria University of Wellington, Wellington, New Zealand",202
870,"Philippe  Bacchetta Départment d'économétrie et d'économie politique (DEEP), Faculté des Hautes Études Commerciales (HEC), Université de Lausanne, Lausanne, SwitzerlandSwiss Finance Institute, Genève/Zürich, Switzerland",202
875,"Michael  Langemeier Department of Agricultural Economics, Purdue University, West Lafayette, Indiana (USA)",201
875,"Paul  Hubert Centre de recherche en Économie (OFCE), Sciences économiques, Sciences Po, Paris, France",201
875,"Geoffrey  Heal Finance and Economics Department, Graduate School of Business, Columbia University, New York City, New York (USA)",201
875,"Bernard  Fortin Département d'Économique, Université Laval, Québec, Canada",201
875,"Erwin  Bulte Leerstoelgroep Ontwikkelingseconomie, Wageningen Universiteit en Researchcentrum, Wageningen, Netherlands",201
875,Yannick  Perez,201
875,"Dirk  Czarnitzki Faculteit Economie en Bedrijfswetenschappen, KU Leuven, Leuven, BelgiumOnderzoekseenheid Bedrijfseconomie, Strategie en Innovatie, Faculteit Economie en Bedrijfswetenschappen, KU Leuven, Leuven, Belgium",201
875,"Nicholas S. Economides Economics Department, Stern School of Business, New York University (NYU), New York City, New York (USA)",201
875,"Radu  Vranceanu ESSEC Business School, Cergy-Pontoise, France",201
884,"George  Borjas Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)",200
884,"Brad  Humphreys Department of Economics, College of Business and Economics, West Virginia University, Morgantown, West Virginia (USA)",200
884,"John C. Whitehead Department of Economics, Appalachian State University, Boone, North Carolina (USA)",200
884,"Michael  Pfaffermayr Fakultät für Volkswirtschaft und Statistik, Leopold-Franzens-Universität Innsbruck, Innsbruck, Austria",200
884,"Philippe  Mongin HEC Paris (École des Hautes Études Commerciales), Jouy-en-Josas, France",200
889,"Shi  Li College of Public Administration, Zhejiang University, Hangzhou, China",199
889,"Henri L.F. de Groot Afdeling Ruimtelijke Economie, School of Business and Economics, Vrije Universiteit Amsterdam, Amsterdam, Netherlands",199
889,"Ricardo  Reis Economics Department, London School of Economics (LSE), London, United Kingdom",199
889,"Timothy James Hatton Economics Department, University of Essex, Colchester, United Kingdom",199
889,"Marcelo  Olarreaga Geneva School of Economics and Management, Université de Genève, Genève, Switzerland",199
889,Robert D. Tollison †,199
889,"Annamaria  Lusardi School of Business, George Washington University, Washington, District of Columbia (USA)",199
889,"Paul R. Krugman Woodrow Wilson School of Public and International Affairs, Princeton University, Princeton, New Jersey (USA)",199
897,"Charles I. Plosser Federal Reserve Bank of Philadelphia, Philadelphia, Pennsylvania (USA)",198
897,"Philippe  Solal Groupe d'Analyse et de Théorie Économique Lyon St-Étienne (GATE Lyon St-Étienne), Université de Lyon, Lyon, France",198
897,"David Philip Anderson Department of Agricultural Economics, Texas A&M University, College Station, Texas (USA)",198
897,"Shyam  Sunder School of Management, Yale University, New Haven, Connecticut (USA)",198
897,"Andre  Lucas School of Business and Economics, Vrije Universiteit Amsterdam, Amsterdam, NetherlandsTinbergen Instituut, Amsterdam, Netherlands",198
897,"Neil  Shephard Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",198
903,"Roland  Dohrn RWI - Leibniz-Institut für Wirtschaftsforschung, Essen, Germany",197
903,"Robert W. Staiger Economics Department, Dartmouth College, Hanover, New Hampshire (USA)",197
903,"Kristian  Behrens Département des Sciences Économiques, École des Sciences de la Gestion (ESG), Université du Québec à Montréal (UQAM), Montréal, Canada",197
903,"Bernd  Fitzenberger Wirtschaftswissenschaftliche Fakultät, Humboldt-Universität Berlin, Berlin, Germany",197
903,"Edward B. Barbier Department of Economics, Colorado State University, Fort Collins, Colorado (USA)",197
903,"Michael Christopher Burda Institut für Wirtschaftstheorie II, Wirtschaftswissenschaftliche Fakultät, Humboldt-Universität Berlin, Berlin, GermanySchumpeter Institut, Wirtschaftswissenschaftliche Fakultät, Humboldt-Universität Berlin, Berlin, Germany",197
903,"Gordon  Hanson Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)",197
903,"Harvey E. Lapan Department of Economics, Iowa State University, Ames, Iowa (USA)",197
911,"Patrick W. Schmitz Wirtschafts- und Sozialwissenschaftliche Fakultät, Universität zu Köln, Köln, Germany",196
911,"Ronald  Davies School of Economics, University College Dublin, Dublin, Ireland",196
911,"Mark J. Holmes Department of Economics, Waikato Management School, University of Waikato, Hamilton, New Zealand",196
911,"Jakob B. Madsen Department of Economics, Business School, University of Western Australia, Perth, Australia",196
911,"Sudipta  Sarangi Department of Economics, Virginia Polytechnic Institute and State University (Virginia Tech), Blacksburg, Virginia (USA)",196
911,"Roman  Inderst Abteilung Finanzen, Fachbereich Wirtschaftswissenschaft, Goethe Universität Frankfurt am Main, Frankfurt am Main, Germany",196
911,"Jesus  Crespo Cuaresma Institut für Makroökonomie, Department Volkswirtschaft, WU Wirtschaftsuniversität Wien, Wien, Austria",196
911,"Alain  Venditti Groupement de Recherche en Économie Quantitative d'Aix-Marseille (GREQAM), École d'Économie d'Aix-Marseille, Aix-Marseille Université, Marseille, France",196
911,"Lant  Pritchett Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)",196
911,"Gilles  Dufrenot Groupement de Recherche en Économie Quantitative d'Aix-Marseille (GREQAM), École d'Économie d'Aix-Marseille, Aix-Marseille Université, Marseille, France",196
921,"Oscar  Jorda Economic Research, Federal Reserve Bank of San Francisco, San Francisco, California (USA)",195
921,"Andreas  Haufler Volkswirtschaftliche Fakultät, Ludwig-Maximilians-Universität München, München, Germany",195
921,"Eric S. Maskin Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",195
921,Edward Nathan Wolff,195
921,"Gerard  Roland Department of Economics, University of California-Berkeley, Berkeley, California (USA)",195
921,"Frank  Stahler Wirtschaftswissenschaftlichen Fakultät, Eberhard-Karls-Universität Tübingen, Tübingen, Germany",195
921,"Marcus  Noland Peter G. Peterson Institute for International Economics (IIE), Washington, District of Columbia (USA)",195
921,"Jean-Christophe  Bureau Économie Publique, Département ECOSOCIO - Économie et Sciences Sociales pour l'Agriculture, l'Alimentation et l'Environnement (SAE2), Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement (INRAE), Paris-Grignon, France",195
921,"Katsushi S. Imai School of Economics, University of Manchester, Manchester, United Kingdom",195
921,"Leonardo  Gambacorta Bank for International Settlements (BIS), Basel, Switzerland",195
921,"James A. Roumasset Department of Economics, University of Hawaii-Manoa, Manoa, Hawaii (USA)",195
921,"Amine  Tarazi Laboratoire d'Analyse et de Prospective Économique (LAPE), Faculté de Droit et des Sciences Économiques, Université de Limoges, Limoges, France",195
921,"Burton C. English Agricultural Economics, University of Tennessee-Knoxville, Knoxville, Tennessee (USA)",195
934,"Mohamed  Arouri Groupe de Recherche en Management (GRM), Institut d'Administration des Entreprises (IAE), Université de Nice-Sophia Antipolis, Nice, France",194
934,"James R. Markusen Department of Economics, University of Colorado, Boulder, Colorado (USA)",194
934,James M. Buchanan †,194
934,"Brian M. Lucey School of Business, Trinity College Dublin, Dublin, Ireland",194
934,"Hrabrin Ianouchev Bachev Research Institute of Agricultural Economics (IAE), Sofia, Bulgaria",194
934,"Viral V. Acharya Finance Department, Stern School of Business, New York University (NYU), New York City, New York (USA)",194
934,Halbert  White †,194
934,"Sherrill  Shaffer Department of Economics, College of Business, University of Wyoming, Laramie, Wyoming (USA)",194
934,"Marc  Bourreau Département Sciences Économiques et Sociales, École d'Ingénieurs Télécom ParisTech, Paris, France",194
934,Massimiliano  Caporin,194
934,"Jean  Hindriks Center for Operations Research and Econometrics (CORE), Louvain Institute of data Analysis and Modelling in Economics and Statistics (LIDAM), Université Catholique de Louvain, Louvain-la-Neuve, Belgium",194
934,"Jean-Pierre  Allegret Groupe de REcherche en Droit, Économie, Gestion (GREDEG), Institut Supérieur d'Économie et Management (ISEM), Université de Nice-Sophia Antipolis, Nice, FranceInstitut Supérieur d'Économie et Management (ISEM), Université de Nice-Sophia Antipolis, Nice, France",194
934,"Ray C. Fair Cowles Foundation for Research in Economics, Yale University, New Haven, Connecticut (USA)Economics Department, Yale University, New Haven, Connecticut (USA)",194
934,James  Tobin †,194
934,"Klaus  Schmidt-Hebbel Facultad de Economía y Negocios, Universidad del Desarrollo, Santiago, Chile",194
934,"Zsolt  Darvas Bruegel, Bruxelles/Brussel, Belgium",194
934,"Richard Miller Bird Business Economics, Rotman School of Management, University of Toronto, Toronto, Canada",194
934,"Robert A Jarrow Department of Economics, Cornell University, Ithaca, New York (USA)",194
952,"Malcolm  Sawyer Leeds University Business School (LUBS), University of Leeds, Leeds, United KingdomForum for Macroeconomics and Macroeconomic Policies, Hans Böckler Stiftung, Düsseldorf, Germany",193
952,"Arthur  Grimes Motu: Economic & Public Policy Research, Wellington, New Zealand",193
952,"Jonathan E. Haskel Business School, Imperial College, London, United Kingdom",193
952,"Adrian Rodney Pagan School of Economics, Faculty of Arts and Social Sciences, University of Sydney, Sydney, Australia",193
952,"Francesco  Saraceno Centre de recherche en Économie (OFCE), Sciences économiques, Sciences Po, Paris, France",193
952,"George S. Tavlas Bank of Greece, Athens, Greece",193
952,"Erich  Gundlach Fachbereich Volkswirtschaftslehre, Universität Hamburg, Hamburg, Germany",193
952,"Luigi  Siciliani Department of Economics and Related Studies, University of York, York, United Kingdom",193
960,"Geir B. Asheim Økonomisk institutt, Universitetet i Oslo, Oslo, Norway",192
960,"Kenneth John Button Schar School of Policy and Government, George Mason University, Arlington, Virginia (USA)",192
960,"Colin C. Williams Management School, University of Sheffield, Sheffield, United Kingdom",192
960,"Yew-Kwang  Ng Division of Economics, Nanyang Technological University, Singapore, Singapore",192
960,"Charles Yuji Horioka Research Institute for Economics and Business Administration (RIEB), Kobe University, Kobe, Japan",192
960,"Christian  Keuschnigg School of Economics and Political Science, Universität St. Gallen, Sankt Gallen, SwitzerlandForschungsgemeinschaft für Nationalökonomie, School of Economics and Political Science, Universität St. Gallen, Sankt Gallen, Switzerland",192
960,"Klaus M. Schmidt Volkswirtschaftliche Fakultät, Ludwig-Maximilians-Universität München, München, Germany",192
960,"Dirk  Krueger Penn Institute for Economic Research, Department of Economics, University of Pennsylvania, Philadelphia, Pennsylvania (USA)",192
960,"Denis  Fougere Department of Economics, Sciences économiques, Sciences Po, Paris, France",192
960,"Franz C. Palm Vakgroep Kwantitatieve Economie, School of Business and Economics, Maastricht University, Maastricht, Netherlands",192
970,"Michael  Bleaney School of Economics, University of Nottingham, Nottingham, United Kingdom",191
970,"Frank Rafael Smets European Central Bank, Frankfurt am Main, Germany",191
970,"Andreas  Stephan Centre for Entrepreneurship and Spatial Economics (CEnSE), Internationella Handelshögskolan, Jönköping Universitet, Jönköping, Sweden",191
970,"Francis  Bloch Paris School of Economics, Paris, France",191
970,"Eduardo Amaral Haddad Departamento de Economia, Faculdade de Economia, Administração e Contabilidade, Universidade de São Paulo, São Paulo, Brazil",191
970,"Robert Andrew Margo Department of Economics, Boston University, Boston, Massachusetts (USA)",191
970,"Nattavudh  Powdthavee Warwick Business School, University of Warwick, Coventry, United Kingdom",191
970,Gordon  Tullock †,191
970,"Ronald Patrick Smith Department of Economics, Mathematics and Statistics, Birkbeck College, London, United Kingdom",191
970,"Allan  Timmermann Department of Economics, University of California-San Diego (UCSD), La Jolla, California (USA)",191
980,"Alexander  Knobel Russian Presidential Academy of National Economy and Public Administration (RANEPA), Moscow, Russia",190
980,"Daniele  Meulders Département d'Économie Appliquée (DULBEA), Solvay Brussels School of Economics and Management, Université Libre de Bruxelles, Bruxelles, Belgium",190
980,"Jose-Luis  Peydro Departament d'Economia i Empresa, Universitat Pompeu Fabra, Barcelona Graduate School of Economics (Barcelona GSE), Barcelona, Spain",190
980,"Lucio  Sarno Judge Business School, University of Cambridge, Cambridge, United Kingdom",190
980,Gernot  Nerb,190
980,"Javier  Ruiz-Castillo Departamento de Economía, Universidad Carlos III de Madrid, Madrid, Spain",190
980,"Jonathan David Ostry International Monetary Fund (IMF), Washington, District of Columbia (USA)",190
980,Bruce D. Smith †,190
980,"Stephane  Hallegatte Economics Research, World Bank Group, Washington, District of Columbia (USA)",190
980,"Stephen John Nickell Economics Group, Nuffield College, Department of Economics, Oxford University, Oxford, United KingdomDepartment of Economics, Oxford University, Oxford, United Kingdom",190
980,"Arthur  Lewbel Department of Economics, Boston College, Chestnut Hill, Massachusetts (USA)",190
980,Ignacio  Velez-Pareja,190
980,"Fredrik  Carlsson Nationalekonomiska institutionen, Handelshögskolan, Göteborgs Universitet, Göteborg, Sweden",190
993,"Enrique  Sentana Centro de Estudios Monetarios y Financieros (CEMFI), Madrid, Spain",189
993,"Tim  Bollerslev Department of Economics, Duke University, Durham, North Carolina (USA)",189
993,"Per  Krusell Institute for International Economic Studies (IIES), Stockholms Universitet, Stockholm, Sweden",189
993,"Juan D. Moreno-Ternero Departamento de Economía, Universidad Pablo de Olavide, Sevilla, Spain",189
993,"Richard  Pomfret School of Economics, University of Adelaide, Adelaide, Australia",189
993,"Yanrui 吴延瑞 Wu Department of Economics, Business School, University of Western Australia, Perth, Australia",189
993,"Varadarajan  Chari Department of Economics, University of Minnesota, Minneapolis, Minnesota (USA)Research Department, Federal Reserve Bank of Minneapolis, Minneapolis, Minnesota (USA)",189
993,"Frank G. Mixon Jr.D. Abbott Turner College of Business, Columbus State University, Columbus, Georgia (USA)",189
993,"Avinash Kamalakar Dixit Department of Economics, Princeton University, Princeton, New Jersey (USA)",189
993,"Laszlo  Goerke Institut für Arbeitsrecht und Arbeitsbeziehungen in der Europäischen Union (IAAEU), Universität Trier, Trier, Germany",189
993,"Ian  Walker Institute of Labor Economics (IZA), Bonn, GermanyDepartment of Economics, Management School, Lancaster University, Lancaster, United Kingdom",189
993,"John  Muellbauer Department of Economics, Oxford University, Oxford, United Kingdom",189
993,"Hugh  Gravelle Centre for Health Economics, Department of Economics and Related Studies, University of York, York, United Kingdom",189
993,"David C Wheelock Research Division, Federal Reserve Bank of St. Louis, St. Louis, Missouri (USA)",189
1007,"Wei-Bin  Zhang College of International Management, Ritsumeikan Asia Pacific University, Beppu, Japan",188
1007,"Ricardo M. Sousa Departamento de Economia, Escola de Economia e Gestão, Universidade do Minho, Braga, Portugal",188
1007,"Gilbert  Metcalf Department of Economics, Tufts University, Medford, Massachusetts (USA)",188
1007,"Keith H. Coble Department of Agricultural Economics, Mississippi State University, Starkville, Mississippi (USA)",188
1007,"Guy  Laroque Department of Economics, University College London (UCL), London, United KingdomDepartment of Economics, Sciences économiques, Sciences Po, Paris, France",188
1007,"Amelie F. Constant Office of Population Research, Woodrow Wilson School of Public and International Affairs, Princeton University, Princeton, New Jersey (USA)",188
1007,Charles W. Calomiris,188
1007,"W. Bentley  Macleod Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",188
1007,"Tilman  Bruck International Security and Development Center (ISDC), Berlin, GermanyInstitute of Labor Economics (IZA), Bonn, Germany",188
1007,"Martin James Browning Department of Economics, Oxford University, Oxford, United Kingdom",188
1017,"Francois  Facchini Sr.Centre d'Économie de la Sorbonne, Université Paris 1 (Panthéon-Sorbonne), Paris, France",187
1017,"Regina Therese Riphahn Wirtschafts- und Sozialwissenschaftliche Fakultät, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen-Nürnberg, Germany",187
1017,"Herve  Leleu Lille Économie et Management (LEM), France",187
1017,"Jordi  Brandts Institut d'Anàlisi Econòmica CSIC (IAE-CSIC), Barcelona Graduate School of Economics (Barcelona GSE), Barcelona, Spain",187
1017,"Philip G. Pardey International Science and Technology Practice and Policy (InSTePP), Department of Applied Economics, College of Agricultural, Food, and Environmental Sciences, University of Minnesota-St. Paul, St. Paul, Minnesota (USA)",187
1017,"Hitoshi  Matsushima Faculty of Economics, University of Tokyo, Tokyo, Japan",187
1023,"David  Thesmar Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",186
1023,"David  Autor Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",186
1023,"David Gerald Tarr Economics Research, World Bank Group, Washington, District of Columbia (USA)",186
1023,"Farid  Toubal Département d'Économie et de Gestion, École Normale Supérieure Paris-Saclay (ENS), Cachan, France",186
1023,"Timo  Wollmershauser ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V., München, Germany",186
1023,"Nauro F. Campos Centre for Comparative Economics, School of Slavonic and East European Studies, University College London (UCL), London, United Kingdom",186
1023,"Thierry  Magnac Toulouse School of Economics (TSE), Toulouse, France",186
1023,Michael John Artis †,186
1023,"Rachel  Griffith School of Economics, University of Manchester, Manchester, United Kingdom",186
1023,"Uwe  Cantner Wirtschaftswissenschaftliche Fakultät, Friedrich-Schiller-Universität Jena, Jena, Germany",186
1023,"John  Gilbert Department of Economics and Finance, Jon M. Huntsman School of Business, Utah State University, Logan, Utah (USA)",186
1023,"Tobias  Adrian International Monetary Fund (IMF), Washington, District of Columbia (USA)",186
1023,"Werner  Eichhorst Institute of Labor Economics (IZA), Bonn, Germany",186
1023,"Dayton M. Lambert Department of Agricultural Economics, Oklahoma State University, Stillwater, Oklahoma (USA)",186
1023,"Maximo  Torero Food and Agriculture Organization (FAO), United Nations, Roma, Italy",186
1038,"J. Vernon  Henderson Department of Geography and Environment, London School of Economics (LSE), London, United Kingdom",185
1038,"Shenggen  Fan College of Economics and Management, China Agricultural University, Beijing, China",185
1038,Zvi  Griliches †,185
1038,"Chad  Hart Department of Economics, Iowa State University, Ames, Iowa (USA)",185
1038,"Frank  Schorfheide Department of Economics, University of Pennsylvania, Philadelphia, Pennsylvania (USA)",185
1038,"Yasuyuki  Sawada Asian Development Bank, Manila, Philippines",185
1038,"Magnus  Johannesson Department of Economics, Handelshögskolan i Stockholm, Stockholm, Sweden",185
1038,"Kala  Krishna Department of Economics, Pennsylvania State University, State College, Pennsylvania (USA)",185
1038,"Laurent  Ferrara SKEMA Business School, Lille, France",185
1038,"Anjan V. Thakor Olin School of Business, Washington University in St. Louis, St. Louis, Missouri (USA)",185
1038,"Paul A. David Department of Economics, Stanford University, Stanford, California (USA)",185
1038,"Sergei  Guriev Department of Economics, Sciences économiques, Sciences Po, Paris, France",185
1038,"Juan F  Rubio-Ramirez Department of Economics, Emory University, Atlanta, Georgia (USA)",185
1051,"Paul  Beaudry Vancouver School of Economics, University of British Columbia, Vancouver, Canada",184
1051,"Jun  Yu School of Economics, Singapore Management University, Singapore, Singapore",184
1051,"Rainer  Thiele Institut für Weltwirtschaft (IfW), Kiel, Germany",184
1051,"Mohammad A. Jabbar International Livestock Research Institute (ILRI), Consultative Group on International Agricultural Research (CGIAR), Nairobi, Kenya",184
1051,"Gary Donald Schnitkey Department of Agricultural and Consumer Economics, University of Illinois at Urbana-Champaign, Urbana-Champaign, Illinois (USA)",184
1051,"Paul  Welfens Fachbereich Wirtschaftswissenschaft, Bergische Universität Wuppertal, Wuppertal, Germany",184
1051,"Joe L Outlaw Agricultural and Food Policy Center (AFPC), Department of Agricultural Economics, Texas A&M University, College Station, Texas (USA)",184
1051,"Brian Edward Dollery School of Economics, Business School, University of New England, Armidale, Australia",184
1051,"Michael  Grossman Department of Economics, Graduate Center, City University of New York (CUNY), New York City, New York (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",184
1060,"Patrick  Rey Institut d'Économie Industrielle (IDEI), Toulouse School of Economics (TSE), Toulouse, France",183
1060,"David Edmund Allen Department of Finance, College of Management, Asia University, Wufeng, Taiwan",183
1060,"Thomas Johannes Dohmen Wirtschaftswissenschaftlicher Fachbereich, Rheinische Friedrich-Wilhelms-Universität Bonn, Bonn, Germany",183
1060,"Masahiro  Kawai Economic Research Institute for Northeast Asia (ERINA), Niigata, Japan",183
1060,"Loren W. Tauer Charles H. Dyson School of Applied Economics and Management, Cornell University, Ithaca, New York (USA)",183
1060,"Darren  Hudson Department of Agricultural and Applied Economics, Texas Tech University, Lubbock, Texas (USA)",183
1060,"Alex  Coad Graduate School of Business and Finance, Faculty of Commerce, Waseda University, Tokyo, Japan",183
1060,"Jerry A. Hausman Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",183
1060,"Luc  Behaghel Paris School of Economics, Paris, France",183
1060,"Stefan  Voigt Institut für Recht und Ökonomik, Universität Hamburg, Hamburg, Germany",183
1060,Marianne  Ojo D Delaney PhD,183
1060,"Douglas  Gale Department of Economics, New York University (NYU), New York City, New York (USA)",183
1060,"Charles  Wyplosz International Economics Section, The Graduate Institute of International and Development Studies, Genève, Switzerland",183
1060,"William  Easterly National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",183
1060,Raymond J.G.M. Florax †,183
1060,"Joachim  Merz Forschungsinstitut Freie Berufe, Fakultät Wirtschaftswissenschaften, Leuphana Universität Lüneburg, Lüneburg, Germany",183
1060,"Ronald A. Wirtz Federal Reserve Bank of Minneapolis, Minneapolis, Minnesota (USA)",183
1060,"Philip  Garcia Department of Agricultural and Consumer Economics, University of Illinois at Urbana-Champaign, Urbana-Champaign, Illinois (USA)",183
1078,"Elke  Holst DIW Berlin (Deutsches Institut für Wirtschaftsforschung), Berlin, Germany",182
1078,"Martin  Petrick Zentrum für internationale Entwicklungs- und Umweltforschung (ZEU), Justus-Liebig-Universität Gießen, Gießen, GermanyInstitut für Agrarpolitik und Marktforschung, Fachbereich Agrarwissenschaften, Ökotrophologie und Umweltmanagement, Justus-Liebig-Universität Gießen, Gießen, Germany",182
1078,"Christopher A Pissarides Economics Department, London School of Economics (LSE), London, United KingdomDepartment of Economics, Faculty of Economics and Management, University of Cyprus, Nicosia, Cyprus",182
1078,"Jos  van Ommeren School of Business and Economics, Vrije Universiteit Amsterdam, Amsterdam, NetherlandsTinbergen Instituut, Amsterdam, Netherlands",182
1078,"Michael T. Owyang Research Division, Federal Reserve Bank of St. Louis, St. Louis, Missouri (USA)",182
1078,"Antoine  Mandel Centre d'Économie de la Sorbonne, Université Paris 1 (Panthéon-Sorbonne), Paris, FranceParis School of Economics, Paris, France",182
1078,"Sir David  Greenaway Nottingham Centre for Research on Globalisation and Economic Policy, School of Economics, University of Nottingham, Nottingham, United Kingdom",182
1078,"Koen  Frenken Copernicus Institute for Sustainable Development and Innovation, Faculteit Ruimtelijke Wetenschappen, Universiteit Utrecht, Utrecht, Netherlands",182
1078,"Jong-Wha  Lee Department of Economics, Korea University, Seoul, South Korea",182
1087,"Norman Rasmus Swanson Department of Economics, Rutgers University-New Brunswick, New Brunswick, New Jersey (USA)",181
1087,"Jonathan  Eaton Department of Economics, Pennsylvania State University, State College, Pennsylvania (USA)",181
1087,"Celine  Nauges Toulouse School of Economics (TSE), Toulouse, France",181
1087,"Chien-Chiang  Lee School of Economics and Management, Nanchang University, Nanchang, China",181
