Rank,Author,Score
583,"Michael  Bleaney School of Economics, University of Nottingham, Nottingham, United Kingdom",1541
584,"Ramkishen S. Rajan Lee Kuan Yew School of Public Policy, National University of Singapore (NUS), Singapore, Singapore",1540
584,"Thomas S. Jayne Department of Agricultural, Food and Resource Economics, College of Agriculture and Natural Resources, Michigan State University, East Lansing, Michigan (USA)",1540
584,"Reint Eberhard Gropp Leibniz-Institut für Wirtschaftsforschung Halle (IWH), Halle, Germany",1540
587,"Malcolm  Sawyer Leeds University Business School (LUBS), University of Leeds, Leeds, United KingdomForum for Macroeconomics and Macroeconomic Policies, Hans Böckler Stiftung, Düsseldorf, Germany",1537
587,"Timothy James Hatton Economics Department, University of Essex, Colchester, United Kingdom",1537
587,"Harold  Alderman International Food Policy Research Institute (IFPRI), Washington, District of Columbia (USA)",1537
590,"Andrew J. Oswald Department of Economics, University of Warwick, Coventry, United KingdomInstitute of Labor Economics (IZA), Bonn, Germany",1535
591,Pentti  Saikkonen,1533
592,"Larry S. Karp Department of Agricultural and Resource Economics, University of California-Berkeley, Berkeley, California (USA)",1531
592,"Arvind  Panagariya School of International and Public Affairs (SIPA), Columbia University, New York City, New York (USA)",1531
594,"Yongmiao  Hong Department of Economics, Cornell University, Ithaca, New York (USA)",1529
594,"Costas  Meghir Economics Department, Yale University, New Haven, Connecticut (USA)",1529
594,"John  Loomis Department of Agricultural & Resource Economics, Colorado State University, Fort Collins, Colorado (USA)",1529
594,"Michele  Fratianni Dipartimento di Scienze Economiche e Sociali, Facoltà di Economia ""Giorgio Fuà"", Università Politecnica delle Marche, Ancona, ItalyMoney and Finance Research group (Mo.Fi.R.), Ancona, Italy",1529
598,"John F. Helliwell Vancouver School of Economics, University of British Columbia, Vancouver, Canada",1528
598,"Harry M. Kaiser Charles H. Dyson School of Applied Economics and Management, Cornell University, Ithaca, New York (USA)",1528
598,"Richard Anthony Kneller School of Economics, University of Nottingham, Nottingham, United Kingdom",1528
601,"Barbara L. Wolfe Economics Department, University of Wisconsin-Madison, Madison, Wisconsin (USA)",1526
602,"Stephen James Redding International Economics Section, Department of Economics, Princeton University, Princeton, New Jersey (USA)",1525
603,"Timothy J. Kehoe Department of Economics, University of Minnesota, Minneapolis, Minnesota (USA)",1524
603,"Emmanuel  Farhi Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",1524
605,"John  Duffy Department of Economics, University of California-Irvine, Irvine, California (USA)",1523
606,"Agnes Reynes Quisumbing International Food Policy Research Institute (IFPRI), Washington, District of Columbia (USA)",1520
607,"Cuong Viet Nguyen Mekong Development Research Institute, Hanoi, Viet Nam",1519
608,"Andreas  Dibiasi KOF Swiss Economic Institute, Department of Management, Technology and Economics (D-MTEC), Eidgenössische Technische Hochschule Zürich (ETHZ), Zürich, Switzerland",1518
608,"Brad  Humphreys Department of Economics, College of Business and Economics, West Virginia University, Morgantown, West Virginia (USA)",1518
610,"Muzafar Shah  Habibullah Fakulti Ekonomi Dan Pengurusan, Universiti Putra Malaysia (UPM), Serdang, Malaysia",1517
611,"Catalina  Amuedo-Dorantes Department of Economics, University of California-Merced, Merced, California (USA)",1515
611,"Aaditya  Mattoo Economics Research, World Bank Group, Washington, District of Columbia (USA)",1515
613,"Robert  Brooks Department of Econometrics and Business Statistics, Monash Business School, Monash University, Melbourne, Australia",1512
614,"Robert Owen Mendelsohn Economics Department, Yale University, New Haven, Connecticut (USA)",1511
614,"Daniel L Thornton Research Division, Federal Reserve Bank of St. Louis, St. Louis, Missouri (USA)Center for Economics and the Environment (CEE), John W. Hammond Institute for Free Enterprise, School of Business and Entrepreneurship, Lindenwood University, St. Charles, Missouri (USA)",1511
616,"Norman V. Loayza Economics Research, World Bank Group, Washington, District of Columbia (USA)",1510
616,"Richard  Rogerson Department of Economics, Princeton University, Princeton, New Jersey (USA)",1510
616,"Yeon-Koo  Che Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)Economics Department, University of Wisconsin-Madison, Madison, Wisconsin (USA)",1510
619,"Kaushik  Basu Department of Economics, Cornell University, Ithaca, New York (USA)",1509
619,"Masahisa  Fujita Institute of Economic Research, Kyoto University, Kyoto, Japan",1509
619,"Nicholas H. Stern HM Treasury, Government of the United Kingdom, London, United Kingdom",1509
622,"David Ezra Sahn Department of Economics, Cornell University, Ithaca, New York (USA)",1508
623,"Roman  Inderst Abteilung Finanzen, Fachbereich Wirtschaftswissenschaft, Goethe Universität Frankfurt am Main, Frankfurt am Main, Germany",1505
624,"Luc  Arrondel Paris School of Economics, Paris, France",1503
625,"Hai-Jun  Huang School of Economics and Management, Beijing University of Aeronautics and Astronautics (Beihang University), Beijing, China",1500
626,"Edmund S. Phelps Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",1499
627,"Ruut  Veenhoven Erasmus Happiness Economics Research Organization (EHERO), Erasmus Universiteit Rotterdam, Rotterdam, Netherlands",1498
628,"Amnon  Rapoport A. Gary Anderson Graduate School of Management, University of California-Riverside, Riverside, California (USA)",1495
629,"Sebastian  Galiani Department of Economics, University of Maryland, College Park, Maryland (USA)",1493
629,"Mark L. Gertler Department of Economics, New York University (NYU), New York City, New York (USA)",1493
631,"Eiji  Yamamura Department of Economics, Seinan Gakuin University, Fukuoka, Japan",1492
631,"Richard V. Burkhauser Department of Policy Analysis and Management, College of Human Ecology, Cornell University, Ithaca, New York (USA)",1492
631,"Edward John Driffill CESifo, München, Germany",1492
634,"Klaus  Schmidt-Hebbel Facultad de Economía y Negocios, Universidad del Desarrollo, Santiago, Chile",1491
635,"Robert J. Johnston Economics Department, Clark University, Worcester, Massachusetts (USA)",1490
635,"Enrique G. Mendoza Department of Economics, University of Pennsylvania, Philadelphia, Pennsylvania (USA)",1490
637,"Jan  van Ours Faculteit der Economische Wetenschappen, Erasmus Universiteit Rotterdam, Rotterdam, Netherlands",1489
638,"Alberto  Chong International Center for Public Policy, Department of Economics, Andrew Young School of Policy Studies, Georgia State University, Atlanta, Georgia (USA)",1488
639,"Alexia  Furnkranz-Prskawetz Institut für Stochastik und Wirtschaftsmathematik, Technische Universität Wien, Wien, Austria",1487
639,"Sajal  Lahiri Economics Department, Southern Illinois University, Carbondale, Illinois (USA)",1487
641,"Liangjun  Su School of Economics, Singapore Management University, Singapore, Singapore",1486
642,"David C. Ling Warrington College of Business, University of Florida, Gainesville, Florida (USA)",1483
643,"John J. Siegfried Department of Economics, Vanderbilt University, Nashville, Tennessee (USA)",1482
644,"Jose Alexandre Scheinkman Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",1480
645,"Andrew W. Lo Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",1477
646,"Firouz  Gahvari Department of Economics, University of Illinois at Urbana-Champaign, Urbana-Champaign, Illinois (USA)",1475
647,"John H. Cochrane Hoover Institution on War Revolution & Peace, Stanford University, Stanford, California (USA)",1474
647,"Andrew  Schotter Department of Economics, New York University (NYU), New York City, New York (USA)",1474
649,"Peter T. Leeson Economics Department, George Mason University, Fairfax, Virginia (USA)",1472
650,"Jushan  Bai Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",1470
650,"David  Laidler Department of Economics, University of Western Ontario, London, Canada",1470
650,"Ronald  Masulis School of Banking and Finance, UNSW Business School, UNSW Sydney, Sydney, Australia",1470
653,"John Matthew Reilly Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",1467
653,"Hal  Hill Arndt-Corden Department of Economics, Crawford School of Public Policy, Australian National University, Canberra, AustraliaIndonesia Project, Arndt-Corden Department of Economics, Crawford School of Public Policy, Australian National University, Canberra, Australia",1467
653,"Marie Claire  Villeval Groupe d'Analyse et de Théorie Économique Lyon St-Étienne (GATE Lyon St-Étienne), Université de Lyon, Lyon, France",1467
653,"Tak Kuen  Siu Faculty of Business and Economics, Macquarie University, Sydney, Australia",1467
657,"Keun  Lee Division of Economics, Seoul National University, Seoul, South Korea",1466
657,"Gunther  Schnabl Institut für Wirtschaftspolitik, Wirtschaftswissenschafltiche Fakultät, Universität Leipzig, Leipzig, Germany",1466
657,"Philip  Garcia Department of Agricultural and Consumer Economics, University of Illinois at Urbana-Champaign, Urbana-Champaign, Illinois (USA)",1466
660,"Vani Kant Borooah Department of Accounting, Finance and Economics, Ulster Business School, University of Ulster, Coleraine, United Kingdom",1465
661,Alan  Greenspan,1464
661,"J. Peter  Neary Department of Economics, Oxford University, Oxford, United Kingdom",1464
663,"Heinz  Welsch Institut für Volkswirtschaftslehre, Carl von Ossietzky Universität Oldenburg, Oldenburg, Germany",1463
664,"Ian  Parry International Monetary Fund (IMF), Washington, District of Columbia (USA)",1462
664,"Martin James Browning Department of Economics, Oxford University, Oxford, United Kingdom",1462
664,"Engelbert  Stockhammer Department of European and International Studies, King's College London, London, United Kingdom",1462
667,"Patrick  Kehoe Department of Economics, Stanford University, Stanford, California (USA)",1460
668,"Simon  Sosvilla-Rivero Instituto Complutense de Analisis Economico (ICAE), Facultad de Ciencias Económicas y Empresariales, Universidad Complutense de Madrid, Madrid, Spain",1459
668,"Myrna  Wooders Department of Economics, Vanderbilt University, Nashville, Tennessee (USA)",1459
670,"Stefan  Bach DIW Berlin (Deutsches Institut für Wirtschaftsforschung), Berlin, Germany",1456
670,"Harold  James Woodrow Wilson School of Public and International Affairs, Princeton University, Princeton, New Jersey (USA)",1456
670,"Gheorghe  Zaman Institutul de Economie Nationala, Institutul National de Cercetari Economice (INCE), Academia Romana, Bucureşti, Romania",1456
673,"James R. Markusen Department of Economics, University of Colorado, Boulder, Colorado (USA)",1454
674,"John  Hoddinott Charles H. Dyson School of Applied Economics and Management, Cornell University, Ithaca, New York (USA)",1453
675,"Steven  Levitt Department of Economics, University of Chicago, Chicago, Illinois (USA)",1451
676,"Ahmad Zubaidi  Baharumshah Fakulti Ekonomi Dan Pengurusan, Universiti Putra Malaysia (UPM), Serdang, Malaysia",1450
677,"Gilles  Grolleau Centre d'Économie de l'Environnement - Montpellier (CEE-M), Faculté de sciences économiques, Université de Montpellier, Montpellier, FranceCentre de Recherche sur les Entreprises (CEREN), Burgundy School of Business, Dijon, France",1449
678,"N. Gregory  Mankiw Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",1448
678,"Alfons  Oude Lansink Leerstoelgroep Bedrijfseconomie, Wageningen Universiteit en Researchcentrum, Wageningen, Netherlands",1448
678,"Georges  Zaccour HEC Montréal (École des Hautes Études Commerciales), Montréal, Canada",1448
681,Robert H. Rasche †,1447
681,"Aldo  Rustichini Department of Economics, University of Minnesota, Minneapolis, Minnesota (USA)",1447
683,"Xiaohong  Chen Cowles Foundation for Research in Economics, Yale University, New Haven, Connecticut (USA)",1446
684,"Adam Zachary Rose Center of Risk and Economic Analysis of Terrorism Events (CREATE), University of Southern California, Los Angeles, California (USA)Sol Price School of Public Policy, University of Southern California, Los Angeles, California (USA)",1445
685,"Tim  Friehe Fachbereich Wirtschaftswissenschaften, Philipps-Universität Marburg, Marburg, Germany",1444
686,"Anthony Philip Thirlwall School of Economics, University of Kent, Canterbury, United Kingdom",1443
687,"Yuriy  Gorodnichenko Department of Economics, University of California-Berkeley, Berkeley, California (USA)",1442
687,"Francois  Langot Paris School of Economics, Paris, France",1442
689,"Ron  Boschma Disciplinegroep Economische Geografie, Faculteit Ruimtelijke Wetenschappen, Universiteit Utrecht, Utrecht, Netherlands",1440
689,"Laurens  Cherchye Centrum voor Economische Studiën, Faculteit Economie en Bedrijfswetenschappen, KU Leuven, Leuven, Belgium",1440
691,"Alan  Manning Centre for Economic Performance (CEP), London School of Economics (LSE), London, United Kingdom",1439
692,"Franklin  Allen Business School, Imperial College, London, United Kingdom",1438
693,"Kamal  Saggi Department of Economics, Vanderbilt University, Nashville, Tennessee (USA)",1437
693,"Frank  Lichtenberg Finance and Economics Department, Graduate School of Business, Columbia University, New York City, New York (USA)",1437
695,"Ted C. Schroeder Department of Agricultural Economics, Kansas State University, Manhattan, Kansas (USA)",1436
696,"Guido  Imbens Graduate School of Business, Stanford University, Stanford, California (USA)",1435
697,Edward Nathan Wolff,1433
697,"Joerg  Baten Wirtschaftswissenschaftlichen Fakultät, Eberhard-Karls-Universität Tübingen, Tübingen, Germany",1433
699,"Charles A. Holt Department of Economics, University of Virginia, Charlottesville, Virginia (USA)",1431
699,"Giuseppe  Cavaliere Dipartimento di Scienze Economiche, Alma Mater Studiorum - Università di Bologna, Bologna, Italy",1431
701,"Ian J. Bateman Department of Economics, Business School, University of Exeter, Exeter, United Kingdom",1429
701,John William Freebairn,1429
703,"Thomas  Lemieux Vancouver School of Economics, University of British Columbia, Vancouver, Canada",1428
703,"Duc Khuong  Nguyen Institut de Préparation à l'Administration et à la Gestion (IPAG), Paris, France",1428
703,"Adrian Rodney Pagan School of Economics, Faculty of Arts and Social Sciences, University of Sydney, Sydney, Australia",1428
703,"Ronald Patrick Smith Department of Economics, Mathematics and Statistics, Birkbeck College, London, United Kingdom",1428
707,"Anil  Markandya Basque Centre for Climate Change (BC3), Bilbao, Spain",1427
707,Elinor  Ostrom †,1427
709,"Norman  Schofield Department of Economics, Washington University in St. Louis, St. Louis, Missouri (USA)",1426
709,"John  Cantwell Business, Rutgers University-Newark, Newark, New Jersey (USA)",1426
709,"Andras  Simonovits Közgazdaság-tudományi Intézet, Közgazdaság- és Regionális Tudományi Kutatóközpont, Budapest, Hungary",1426
712,"Daniel  Gros Centre for European Policy Studies (CEPS), Bruxelles/Brussel, Belgium",1424
712,"Anna Pauliina Sandqvist ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V., München, Germany",1424
714,"Junsen  Zhang Department of Economics, Chinese University of Hong Kong, Shatin, Hong Kong",1423
715,"Giuseppe  Nicoletti Economics Department, Organisation de Coopération et de Développement Économiques (OCDE), Paris, France",1422
715,"John  Weinberg Federal Reserve Bank of Richmond, Richmond, Virginia (USA)",1422
715,Leonard Jay Mirman †,1422
718,"David Matthew Levinson Institute of Transport and Logistics Studies (ITLS), Business School, University of Sydney, Sydney, Australia",1421
718,"Raj  Chetty Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",1421
718,"John B. Taylor Department of Economics, Stanford University, Stanford, California (USA)Hoover Institution on War Revolution & Peace, Stanford University, Stanford, California (USA)",1421
721,"Colin  Carter Department of Agricultural and Resource Economics, University of California-Davis, Davis, California (USA)",1420
721,"Gordon  Hanson Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)",1420
723,"Shi  Li College of Public Administration, Zhejiang University, Hangzhou, China",1419
724,"Pradeep K. Chintagunta Booth School of Business, University of Chicago, Chicago, Illinois (USA)",1418
724,"Marco  Caliendo Lehrstuhl für Empirische Wirtschaftsforschung, Wirtschafts- und Sozialwissenschafltiche Fakultät, Universität Potsdam, Potsdam, Germany",1418
726,"Brent W. Ambrose Smeal College of Business Administration, Pennsylvania State University, State College, Pennsylvania (USA)",1417
726,"Michael Peter Clements ICMA Centre for Financial Markets, Henley Business School, University of Reading, Reading, United Kingdom",1417
728,"John  Muellbauer Department of Economics, Oxford University, Oxford, United Kingdom",1413
728,"Francis X. Diebold Department of Economics, University of Pennsylvania, Philadelphia, Pennsylvania (USA)",1413
730,"Jacques H. Dreze Center for Operations Research and Econometrics (CORE), Louvain Institute of data Analysis and Modelling in Economics and Statistics (LIDAM), Université Catholique de Louvain, Louvain-la-Neuve, Belgium",1411
730,"Eric S. Maskin Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",1411
730,"Arne  Bigsten Nationalekonomiska institutionen, Handelshögskolan, Göteborgs Universitet, Göteborg, Sweden",1411
730,Jeffrey Gale Williamson,1411
734,"Francis  Kramarz Centre de Recherche en Économie et Statistique (CREST), Palaiseau, France",1410
735,Martin L. Weitzman †,1409
736,"Michael Gerald Pollitt Energy Policy Research Group, Judge Business School, University of Cambridge, Cambridge, United Kingdom",1408
736,"Sheridan  Titman Department of Finance, McCombs School of Business, University of Texas-Austin, Austin, Texas (USA)",1408
738,"David  Fielding Department of Economics, School of Business, University of Otago, Dunedin, New Zealand",1407
739,"Joao Ricardo Faria College of Business, Florida Atlantic University, Boca Raton, Florida (USA)",1406
739,Bruno  De Borger,1406
741,"ZhongXiang  Zhang Ma Yinchu School of Economics, Tianjin University, Tianjin, China",1405
741,"Keith E. Maskus Department of Economics, University of Colorado, Boulder, Colorado (USA)",1405
743,"Per  Krusell Institute for International Economic Studies (IIES), Stockholms Universitet, Stockholm, Sweden",1404
743,"Hans J.M. Peters School of Business and Economics, Maastricht University, Maastricht, NetherlandsGraduate School of Business and Economics (GSBE), School of Business and Economics, Maastricht University, Maastricht, Netherlands",1404
745,"Florencio  Lopez-de-Silanes SKEMA Business School, Lille, France",1402
746,"Martin Thomas Falk Handelshøyskolen, Universitetet i Sørøst Norge, Bø, Norway",1399
747,"Paul Robert Masson Department of Economics, University of Toronto, Toronto, Canada",1398
747,"Eddy K.A. Van Doorslaer Erasmus School of Health Policy & Management, Erasmus Universiteit Rotterdam, Rotterdam, Netherlands",1398
749,"Jeremy  Greenwood Department of Economics, University of Pennsylvania, Philadelphia, Pennsylvania (USA)",1397
750,Randolph Preston McAfee,1396
751,"Shyam  Sunder School of Management, Yale University, New Haven, Connecticut (USA)",1395
751,James E. Payne,1395
753,"Carl  Walsh Economics Department, University of California-Santa Cruz (UCSC), Santa Cruz, California (USA)",1394
754,"Ottmar  Edenhofer Mercator Research Institute on Global Commons and Climate Change (MCC), Berlin, GermanyFakultät Wirtschaft und Management, Technische Universität Berlin, Berlin, Germany",1393
754,"Simon  Kirby National Institute of Economic and Social Research (NIESR), London, United Kingdom",1393
754,"Richard  Baldwin International Economics Section, The Graduate Institute of International and Development Studies, Genève, Switzerland",1393
757,Julio J. Rotemberg †,1392
757,"Thomas H. Noe Saïd Business School, Oxford University, Oxford, United Kingdom",1392
759,"Alfredo Marvao Pereira Department of Economics, College of William and Mary, Williamsburg, Virginia (USA)",1391
759,"Philip  Molyneux Department of Finance and Economics, College of Business Administration, University of Sharjah, Sharjah, United Arab Emirates",1391
759,"Robert E. Lucas Jr.Department of Economics, University of Chicago, Chicago, Illinois (USA)",1391
762,"Ben S. Bernanke Economic Studies, Brookings Institution, Washington, District of Columbia (USA)",1389
762,"Kevin L. Kliesen Research Division, Federal Reserve Bank of St. Louis, St. Louis, Missouri (USA)",1389
764,Ivo  Welch,1385
764,"Carlos Esteban Posada Escuela de Economía y Finanzas, Universidad EAFIT, Medellín, ColombiaCentro de Investigaciones Económicas y Financieras (CIEF), Escuela de Economía y Finanzas, Universidad EAFIT, Medellín, Colombia",1385
766,"Guido  Baldi Department Volkswirtschaftlehre, Universität Bern, Bern, SwitzerlandDIW Berlin (Deutsches Institut für Wirtschaftsforschung), Berlin, Germany",1384
766,"Peter George Warr Arndt-Corden Department of Economics, Crawford School of Public Policy, Australian National University, Canberra, Australia",1384
768,"Whitney  Newey Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",1383
768,"Edi  Karni Department of Economics, Johns Hopkins University, Baltimore, Maryland (USA)",1383
770,"Carsten  Hefeker Professur für Volkswirtschaftslehre, Europäische Wirtschaftspolitik, Fakultät Wirtschaftswissenschaften, Wirtschaftsinformatik und Wirtschaftsrecht, Universität Siegen, Siegen, Germany",1382
770,"Yasuyuki  Sawada Asian Development Bank, Manila, Philippines",1382
772,"Sushanta K. Mallick School of Business and Management, Queen Mary University of London, London, United Kingdom",1381
772,T. N. Srinivasan †,1381
772,"Toshihiro  Matsumura Institute of Social Science, University of Tokyo, Tokyo, Japan",1381
772,"Jean-Marc  Robin Department of Economics, Sciences économiques, Sciences Po, Paris, France",1381
776,"Kose  John Stern School of Business, New York University (NYU), New York City, New York (USA)",1380
777,"Charles Robin Lindsey Department of Economics, University of Alberta, Edmonton, Canada",1379
777,"Andrzej  Cieslik Wydział Nauk Ekonomicznych, Uniwersytet Warszawski, Warszawa, Poland",1379
777,"Scott William Hegerty Department of Economics, Northeastern Illinois University, Chicago, Illinois (USA)",1379
780,"Ruhul Amin Salim Curtin Business School, Curtin University, Perth, Australia",1377
781,"Ricardo M. Sousa Departamento de Economia, Escola de Economia e Gestão, Universidade do Minho, Braga, Portugal",1375
781,"Alfons  Weersink Department of Food, Agricultural and Resource Economics (FARE), University of Guelph, Guelph, Canada",1375
783,"Rajah  Rasiah Faculty of Economics and Administration, Universiti Malaya, Kuala Lumpur, Malaysia",1374
783,"Paul William Glewwe Department of Applied Economics, College of Agricultural, Food, and Environmental Sciences, University of Minnesota-St. Paul, St. Paul, Minnesota (USA)",1374
783,"James  Hamilton Department of Economics, University of California-San Diego (UCSD), La Jolla, California (USA)",1374
786,Steven J. Brams,1373
786,"Denis  Fougere Department of Economics, Sciences économiques, Sciences Po, Paris, France",1373
786,"David C Wheelock Research Division, Federal Reserve Bank of St. Louis, St. Louis, Missouri (USA)",1373
789,"Barry R. Chiswick Department of Economics, George Washington University, Washington, District of Columbia (USA)",1372
790,"Eckhard  Hein Fachbereich Wirtschaftswissenschaften, Hochschule für Wirtschaft und Recht, Berlin, Germany",1370
790,"Riccardo  Scarpa Department of Economics, Waikato Management School, University of Waikato, Hamilton, New ZealandDipartimento di Economia Aziendale, Università degli Studi di Verona, Verona, Italy",1370
792,Francis  Green,1369
792,"Arie  Kapteyn Department of Economics, University of Southern California, Los Angeles, California (USA)",1369
794,"Steffen Roman Henzel Fakultät für Betriebswirtschaft, Hochschule München, München, Germany",1368
794,"Anastasios  Xepapadeas Dipartimento di Scienze Economiche, Alma Mater Studiorum - Università di Bologna, Bologna, ItalyDepartment of International and European Economic Studies, Athens University of Economics and Business (AUEB), Athens, Greece",1368
794,"Robert G. King Department of Economics, Boston University, Boston, Massachusetts (USA)",1368
794,"Raouf  Boucekkine Groupement de Recherche en Économie Quantitative d'Aix-Marseille (GREQAM), École d'Économie d'Aix-Marseille, Aix-Marseille Université, Marseille, France",1368
794,"Karl  Aiginger Querdenkplattform Wien-Europa, Wien, Austria",1368
799,"Martin  Peitz Abteilung für Volkswirtschaftslehre, Universität Mannheim, Mannheim, Germany",1366
799,"Price Vanmeter Fishback Economics Department, Eller College of Management, University of Arizona, Tucson, Arizona (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",1366
799,"Kim Hiang Liow Department of Real Estate, National University of Singapore (NUS), Singapore, Singapore",1366
802,"Hooi Hooi  Lean Economics, Universiti Sains Malaysia, Minden, Malaysia",1365
802,"Arthur  Lewbel Department of Economics, Boston College, Chestnut Hill, Massachusetts (USA)",1365
802,"Luigi  Siciliani Department of Economics and Related Studies, University of York, York, United Kingdom",1365
805,"Helmut  Lutkepohl DIW Berlin (Deutsches Institut für Wirtschaftsforschung), Berlin, Germany",1364
806,"Christian  Keuschnigg School of Economics and Political Science, Universität St. Gallen, Sankt Gallen, SwitzerlandForschungsgemeinschaft für Nationalökonomie, School of Economics and Political Science, Universität St. Gallen, Sankt Gallen, Switzerland",1362
807,"George M. von Furstenberg Department of Economics, Indiana University, Bloomington, Indiana (USA)",1361
807,"Alois  Stutzer Wirtschaftswissenschaftliches Zentrum, Universität Basel, Basel, Switzerland",1361
809,"Robin C. Sickles Department of Economics, Rice University, Houston, Texas (USA)",1359
809,"Henryk  Gurgul Wydział Zarządzania, Akademia Górniczo-Hutnicza, Kraków, Poland",1359
809,"John Matthew Rose Business School, University of Technology Sydney, Sydney, Australia",1359
812,"Sweder  van Wijnbergen Faculteit Economie en Bedrijfskunde, Universiteit van Amsterdam, Amsterdam, NetherlandsTinbergen Instituut, Amsterdam, Netherlands",1357
813,"Joan  Costa-Font Department of Health Policy, London School of Economics (LSE), London, United Kingdom",1356
813,"Ram  Mudambi Fox School of Business and Management, Temple University, Philadelphia, Pennsylvania (USA)",1356
815,"Raj  Aggarwal Department of Finance, College of Business Administration, University of Akron, Akron, Ohio (USA)College of Business Administration, Kent State University, Kent, Ohio (USA)",1355
816,"Glenn D. Rudebusch Economic Research, Federal Reserve Bank of San Francisco, San Francisco, California (USA)",1354
816,"David Isaac Laibson Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",1354
816,"Bart  Verspagen United Nations University-Maastricht Economic Research Institute of Innovation and Technology (UNU-MERIT), Maastricht, Netherlands",1354
819,"Chen  Lin Faculty of Business and Economics, University of Hong Kong, Pokfulam, Hong Kong",1353
819,"Roni  Michaely Geneva Finance Research Institute (GFRI), Université de Genève, Genève, Switzerland",1353
821,"Victor  Chernozhukov Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",1352
821,"Hugh  Gravelle Centre for Health Economics, Department of Economics and Related Studies, University of York, York, United Kingdom",1352
823,"Robert J R Elliott Department of Economics, University of Birmingham, Birmingham, United Kingdom",1351
823,"David  Wildasin Department of Economics, Carol Martin Gatton College of Business and Economics, University of Kentucky, Lexington, Kentucky (USA)",1351
823,"Dick  van Dijk Econometrisch Instituut, Faculteit der Economische Wetenschappen, Erasmus Universiteit Rotterdam, Rotterdam, Netherlands",1351
826,David R. Gallagher,1350
827,"James  MacKinnon Economics Department, Queen's University, Kingston, Canada",1349
828,"Simon  Johnson National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",1348
829,"Marcel  Ausloos School of Business, Leicester University, Leicester, United Kingdom",1346
830,"Kenneth John Button Schar School of Policy and Government, George Mason University, Arlington, Virginia (USA)",1344
831,"Leo Paul Dana Desautels Faculty of Management, McGill University, Montréal, Canada",1343
831,"Robert Butler Wilson Graduate School of Business, Stanford University, Stanford, California (USA)",1343
831,"Peter  Howitt Economics Department, Brown University, Providence, Rhode Island (USA)",1343
834,"Harry  Garretsen Ruimtelijke Economie Groningen, Faculteit Economie en Bedrijfskunde, Rijksuniversiteit Groningen, Groningen, Netherlands",1341
834,"Bernd  Hayo Volkswirtschaft Abteilung, Fachbereich Wirtschaftswissenschaften, Philipps-Universität Marburg, Marburg, Germany",1341
836,"Massimo  Florio Dipartimento di Economia, Management e Metodi Quantitativi (DEMM), Università degli Studi di Milano, Milano, Italy",1340
836,"Jochen  Hartwig Fakultät für Wirtschaftswissenschaften, Technische Universität Chemnitz, Chemnitz, Germany",1340
836,"Pravin K Trivedi School of Economics, University of Queensland, Brisbane, Australia",1340
836,"Anna  Wolf ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V., München, Germany",1340
840,"Frank  Verboven Centrum voor Economische Studiën, Faculteit Economie en Bedrijfswetenschappen, KU Leuven, Leuven, Belgium",1339
840,"Davide  Furceri International Monetary Fund (IMF), Washington, District of Columbia (USA)",1339
842,"Deborah A. Cobb-Clark School of Economics, Faculty of Arts and Social Sciences, University of Sydney, Sydney, Australia",1338
842,"Kristiaan H. J. Kerstens Lille Économie et Management (LEM), France",1338
842,"Christian  Bjornskov Nationalökonomisk Institut, Institut for Økonomi, Aarhus Universitet, Aarhus, Denmark",1338
845,"Ferdinand  Fichtner DIW Berlin (Deutsches Institut für Wirtschaftsforschung), Berlin, Germany",1337
845,"Jean-Luc  Gaffard Centre de recherche en Économie (OFCE), Sciences économiques, Sciences Po, Paris, France",1337
845,"Patrick  Feve Toulouse School of Economics (TSE), Toulouse, France",1337
845,"Athanasios  Orphanides Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",1337
849,"Cathal  O'Donoghue Department of Economics, National University of Ireland, Galway, Ireland",1336
849,"Jean-Yves  Duclos Centre de Recherche sur les Risques, les Enjeux Économiques et les Politiques Publiques (CRREP), Montréal/Québec, CanadaDépartement d'Économique, Université Laval, Québec, Canada",1336
849,"Neil  Shephard Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",1336
852,"Charles Ka Yui Leung Department of Economics and Finance, College of Business, City University, Kowloon, Hong Kong",1335
