Rank,Author,Score
681,"Todd  Clark Economic Research, Federal Reserve Bank of Cleveland, Cleveland, Ohio (USA)",852
681,"Pete  Klenow Department of Economics, Stanford University, Stanford, California (USA)",852
681,"Scott L. Baier John E. Walker Department of Economics, College of Business and Behavioral Science, Clemson University, Clemson, South Carolina (USA)",852
681,"Allan  Timmermann Department of Economics, University of California-San Diego (UCSD), La Jolla, California (USA)",852
686,"Paul  Hubert Centre de recherche en Économie (OFCE), Sciences économiques, Sciences Po, Paris, France",851
687,"Robert F. Stambaugh Finance Department, Wharton School of Business, University of Pennsylvania, Philadelphia, Pennsylvania (USA)",849
688,"Rafael  La Porta National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",848
688,"Giorgio E. Primiceri Department of Economics, Northwestern University, Evanston, Illinois (USA)",848
688,"Giorgio  Topa Research and Statistics Group, Federal Reserve Bank of New York, New York City, New York (USA)Federal Reserve Bank of New York, New York City, New York (USA)",848
688,"Lionel  Fontagne Centre d'Économie de la Sorbonne, Université Paris 1 (Panthéon-Sorbonne), Paris, France",848
692,"Sherman  Robinson International Food Policy Research Institute (IFPRI), Washington, District of Columbia (USA)",846
692,"Martin  Chorzempa Peter G. Peterson Institute for International Economics (IIE), Washington, District of Columbia (USA)",846
694,"Refet S. Gurkaynak İktisat Bölümü, Bilkent Üniversitesi, Ankara, Turkey",845
694,"Ekaterina  Zhuravskaya Paris School of Economics, Paris, France",845
696,Adam  Wagstaff †,844
696,"Linda S. Goldberg Research and Statistics Group, Federal Reserve Bank of New York, New York City, New York (USA)",844
698,"Christopher A Pissarides Economics Department, London School of Economics (LSE), London, United KingdomDepartment of Economics, Faculty of Economics and Management, University of Cyprus, Nicosia, Cyprus",843
698,"Uwe  Sunde Volkswirtschaftliche Fakultät, Ludwig-Maximilians-Universität München, München, Germany",843
698,"Ray  Ball Booth School of Business, University of Chicago, Chicago, Illinois (USA)",843
701,"Carlos Eduardo Leon Banco de la Republica de Colombia, Bogotá, Colombia",842
701,"Lucas  Hahn Centro de Estudios Economicos Regionales (CEER), Banco de la Republica de Colombia, Cartagena, Colombia",842
701,"Caroline  Freund Peter G. Peterson Institute for International Economics (IIE), Washington, District of Columbia (USA)",842
701,"Rainer  Fremdling Groningen Growth and Development Centre (GGDC), Faculteit Economie en Bedrijfskunde, Rijksuniversiteit Groningen, Groningen, Netherlands",842
705,"Beata Smarzynska Javorcik Department of Economics, Oxford University, Oxford, United Kingdom",839
705,Jonathan  Temple,839
705,"Martin  Peitz Abteilung für Volkswirtschaftslehre, Universität Mannheim, Mannheim, Germany",839
705,"Laurence  Ball Department of Economics, Johns Hopkins University, Baltimore, Maryland (USA)",839
709,"Janet L. Yellen Economic Analysis & Policy Group (EAP), Walter A. Haas School of Business, University of California-Berkeley, Berkeley, California (USA)Federal Reserve Board (Board of Governors of the Federal Reserve System), Washington, District of Columbia (USA)",838
709,"David  Colander Department of Economics, Middlebury College, Middlebury, Vermont (USA)",838
709,"Giancarlo  Spagnolo The Stockholm Institute of Transition Economics (SITE), Handelshögskolan i Stockholm, Stockholm, Sweden",838
709,"Stephen  Morris Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",838
713,"Edward Andrew Miguel Department of Economics, University of California-Berkeley, Berkeley, California (USA)",837
713,"Kevin M. Murphy Department of Economics, University of Chicago, Chicago, Illinois (USA)",837
715,"Michele  Lenza European Central Bank, Frankfurt am Main, Germany",836
715,"Cars  Hommes Center for Nonlinear Dynamics in Economics and Finance (CeNDEF), Faculteit Economie en Bedrijfskunde, Universiteit van Amsterdam, Amsterdam, Netherlands",836
715,"Arthur  Lewbel Department of Economics, Boston College, Chestnut Hill, Massachusetts (USA)",836
718,"Ana Maria Ibanez Inter-American Development Bank, Washington, District of Columbia (USA)",835
718,"Charles  Engel Economics Department, University of Wisconsin-Madison, Madison, Wisconsin (USA)",835
718,"Salvador  Barrios Joint Research Centre, European Commission, Sevilla, Spain",835
721,"Richard R. Nelson School of International and Public Affairs (SIPA), Columbia University, New York City, New York (USA)",834
721,"Dennis  Novy Department of Economics, University of Warwick, Coventry, United Kingdom",834
721,"Henry G. Overman Department of Geography and Environment, London School of Economics (LSE), London, United Kingdom",834
724,"Nattavudh  Powdthavee Warwick Business School, University of Warwick, Coventry, United Kingdom",833
724,"Hans  Gersbach CER-ETH Center of Economic Research, Department of Management, Technology and Economics (D-MTEC), Eidgenössische Technische Hochschule Zürich (ETHZ), Zürich, SwitzerlandInstitute of Labor Economics (IZA), Bonn, Germany",833
726,"Robin W. Boadway Economics Department, Queen's University, Kingston, Canada",832
726,"Florencio  Lopez-de-Silanes SKEMA Business School, Lille, France",832
726,"Morten Overgaard Ravn Department of Economics, University College London (UCL), London, United Kingdom",832
729,"David M  Newbery Energy Policy Research Group, Judge Business School, University of Cambridge, Cambridge, United Kingdom",831
729,"Jeffrey Andrew Smith Economics Department, University of Wisconsin-Madison, Madison, Wisconsin (USA)",831
731,"Quentin  Wodon World Bank Group, Washington, District of Columbia (USA)",830
732,"Richard  Schmalensee Center for Energy and Environmental Policy Research (CEEPR), Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",829
732,"Guntram  Wolff Bruegel, Bruxelles/Brussel, Belgium",829
734,"Thiemo Rene Fetzer Department of Economics, University of Warwick, Coventry, United Kingdom",827
734,"Victor A. Ginsburgh European Centre for Advanced Research in Economics and Statistics (ECARES), Solvay Brussels School of Economics and Management, Université Libre de Bruxelles, Bruxelles, Belgium",827
736,"Yi  Wen Research Division, Federal Reserve Bank of St. Louis, St. Louis, Missouri (USA)",824
736,"Alex  Coad Graduate School of Business and Finance, Faculty of Commerce, Waseda University, Tokyo, Japan",824
736,"Raphael Anton Auer Bank for International Settlements (BIS), Basel, Switzerland",824
739,"Toshihiro  Matsumura Institute of Social Science, University of Tokyo, Tokyo, Japan",822
740,"Joerg  Baten Wirtschaftswissenschaftlichen Fakultät, Eberhard-Karls-Universität Tübingen, Tübingen, Germany",820
740,"Oliver  Musshoff Institut für Agrarökonomie, Georg-August-Universität Göttingen, Göttingen, Germany",820
742,"Gaetan  de Rassenfosse Collège du Management de la Technologie, École Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland",819
742,"Afees Adebare Salisu Centre for Econometric and Allied Research, University of Ibadan, Ibadan, Nigeria",819
744,"David  Dorn Institut für Volkswirtschaftslehre, Wirtschaftswissenschaftliche Fakutät, Universität Zürich, Zürich, Switzerland",818
745,"David G. Blanchflower Economics Department, Dartmouth College, Hanover, New Hampshire (USA)",817
745,"Eric A. Hanushek Hoover Institution on War Revolution & Peace, Stanford University, Stanford, California (USA)",817
747,"Matthew D Webb Department of Economics, Carleton University, Ottawa, Canada",816
748,"Selva  Demiralp İktisat Bölümü, İktisadi ve İdari Bilimler Fakültesi, Koç Üniversitesi, İstanbul, Turkey",815
748,"Jonathan E. Haskel Business School, Imperial College, London, United Kingdom",815
750,"Manuel  Arellano Centro de Estudios Monetarios y Financieros (CEMFI), Madrid, Spain",814
750,"Barry R. Chiswick Department of Economics, George Washington University, Washington, District of Columbia (USA)",814
752,"Jeremy C. Stein Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",812
752,"Boqiang  Lin China Institute for Studies in Energy Policy, Xiamen University, Fujian, China",812
752,"George  Loewenstein Department of Social and Decision Sciences, Carnegie Mellon University, Pittsburgh, Pennsylvania (USA)",812
752,"Roni  Michaely Geneva Finance Research Institute (GFRI), Université de Genève, Genève, Switzerland",812
756,"Douglas  Gale Department of Economics, New York University (NYU), New York City, New York (USA)",811
757,"Stephen John Nickell Economics Group, Nuffield College, Department of Economics, Oxford University, Oxford, United KingdomDepartment of Economics, Oxford University, Oxford, United Kingdom",810
758,"Jo Thori Lind Økonomisk institutt, Universitetet i Oslo, Oslo, Norway",809
758,"Eswar  Prasad Charles H. Dyson School of Applied Economics and Management, Cornell University, Ithaca, New York (USA)",809
760,"John  Hoddinott Charles H. Dyson School of Applied Economics and Management, Cornell University, Ithaca, New York (USA)",807
761,"Pavel  Trunin Gaidar Institute for Economic Policy, Moscow, Russia",806
761,"Michael  Weber Booth School of Business, University of Chicago, Chicago, Illinois (USA)",806
761,"Richard Miller Bird Business Economics, Rotman School of Management, University of Toronto, Toronto, Canada",806
764,"Mike  Tsionas Management School, Lancaster University, Lancaster, United Kingdom",803
764,"Andrew Theo Levin Economics Department, Dartmouth College, Hanover, New Hampshire (USA)",803
766,"Roger B. Myerson Harris School of Public Policy, University of Chicago, Chicago, Illinois (USA)",802
767,"Paolo  Surico Department of Economics, London Business School (LBS), London, United Kingdom",801
768,"James  Andreoni Department of Economics, University of California-San Diego (UCSD), La Jolla, California (USA)",800
768,Julio J. Rotemberg †,800
770,"Thorvaldur  Gylfason Centre for Economic Policy Research (CEPR), London, United Kingdom",799
771,"Thomas  Zylkin Economics Department, University of Richmond, Richmond, Virginia (USA)",797
771,Paul  Klemperer,797
771,"Paul  Frijters Department of Social Policy, London School of Economics (LSE), London, United Kingdom",797
774,"Yi  Lu School of Economics and Management, Tsinghua University, Beijing, China",796
774,"Enrique  Montes-Uribe Banco de la Republica de Colombia, Bogotá, Colombia",796
774,"Christian  Krekel London School of Economics (LSE), London, United Kingdom",796
774,"Elie I. Bouri Faculté de Gestion et Sciences Commerciales, Université du Saint-Esprit de Kaslik, Jounieh, Lebanon",796
778,"Andrew C. Harvey Faculty of Economics, University of Cambridge, Cambridge, United Kingdom",795
778,"Amit K. Khandelwal Finance and Economics Department, Graduate School of Business, Columbia University, New York City, New York (USA)Bureau for Research in Economic Analysis of Development (BREAD), Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)",795
780,"William H Greene Economics Department, Stern School of Business, New York University (NYU), New York City, New York (USA)",794
780,"Subal C. Kumbhakar Department of Economics, State University of New York-Binghamton (SUNY), Binghamton, New York (USA)",794
780,"Florian  Huber Bereich Volkswirtschaftslehre, Paris-Lodron Universität Salzburg, Salzburg, Austria",794
780,Harold  Demsetz †,794
780,"Michael  Greenstone Department of Economics, University of Chicago, Chicago, Illinois (USA)",794
785,"Pierpaolo  Benigno Department Volkswirtschaftlehre, Universität Bern, Bern, Switzerland",793
785,"Albert N. Link Economics Department, Bryan School of Business and Economics, University of North Carolina-Greensboro, Greensboro, North Carolina (USA)",793
785,"John B Knight Department of Economics, Oxford University, Oxford, United KingdomCentre for the Study of African Economies (CSAE), Department of Economics, Oxford University, Oxford, United Kingdom",793
788,"Guy  Michaels Economics Department, London School of Economics (LSE), London, United KingdomCentre for Economic Performance (CEP), London School of Economics (LSE), London, United Kingdom",792
789,"Zheng  Liu Economic Research, Federal Reserve Bank of San Francisco, San Francisco, California (USA)",791
790,"Jonathan  Eaton Department of Economics, Pennsylvania State University, State College, Pennsylvania (USA)",789
790,"Eugen  Dimant Philosophy, Politics and Economics, University of Pennsylvania, Philadelphia, Pennsylvania (USA)",789
792,"Pierre  Perron Department of Economics, Boston University, Boston, Massachusetts (USA)",788
792,"Mina N. Baliamoune Department of Economics and Geography, University of North Florida, Jacksonville, Florida (USA)",788
794,"Klaus  Walde Gutenberg School of Management and Economics, Johannes Gutenberg-Universität Mainz, Mainz, Germany",787
794,"Marc  Klemp Økonomisk Institut, Københavns Universitet, København, Denmark",787
794,"Eric  Neumayer London School of Economics (LSE), London, United Kingdom",787
797,"Justin Yifu Lin China Center for Economic Research (CCER), Peking University, Beijing, China",786
797,"J. Peter  Neary Department of Economics, Oxford University, Oxford, United Kingdom",786
797,"William A. Brock Economics Department, University of Wisconsin-Madison, Madison, Wisconsin (USA)Economics Department, University of Missouri, Columbia, Missouri (USA)",786
797,Sanford Jay Grossman,786
801,"Luc L. Soete United Nations University-Maastricht Economic Research Institute of Innovation and Technology (UNU-MERIT), Maastricht, Netherlands",785
801,"Sergio Luis Schmukler Development Research Group, World Bank Group, Washington, District of Columbia (USA)",785
801,"Robert Carson Allen Economics, New York University Abu Dhabi, Abu Dhabi, United Arab Emirates",785
804,"Steven N. Durlauf Harris School of Public Policy, University of Chicago, Chicago, Illinois (USA)",784
805,James M. Buchanan †,783
805,"Ulrich  Glogowsky Volkswirtschaftliche Fakultät, Ludwig-Maximilians-Universität München, München, Germany",783
807,"Raymond  Fisman Department of Economics, Boston University, Boston, Massachusetts (USA)",780
808,"Benjamin  Enke Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",779
808,"Matias Damian Cattaneo Department of Operations Research and Financial Engineering (ORFE), Princeton University, Princeton, New Jersey (USA)",779
808,"Alois  Stutzer Wirtschaftswissenschaftliches Zentrum, Universität Basel, Basel, Switzerland",779
808,"Raoul  Minetti Economics Department, Michigan State University, East Lansing, Michigan (USA)",779
808,"Alan V. Deardorff Economics Department, University of Michigan, Ann Arbor, Michigan (USA)",779
808,"Paul J. Devereux School of Economics, University College Dublin, Dublin, Ireland",779
814,"Loren  Brandt Department of Economics, University of Toronto, Toronto, Canada",777
815,"Michael  Wyrwich Faculteit Economie en Bedrijfskunde, Rijksuniversiteit Groningen, Groningen, Netherlands",776
815,James E. Payne,776
817,"Atif Rehman Mian Department of Economics, Princeton University, Princeton, New Jersey (USA)Woodrow Wilson School of Public and International Affairs, Princeton University, Princeton, New Jersey (USA)",775
817,"Mauro  Napoletano Centre de recherche en Économie (OFCE), Sciences économiques, Sciences Po, Paris, France",775
819,"Christoph  Trebesch Institut für Weltwirtschaft (IfW), Kiel, Germany",774
819,"Fabio  Canova Institutt for samfunnsøkonomi, BI Handelshøyskolen, Oslo, Norway",774
819,"Sergio  Firpo Insper Instituto de Ensino e Pesquisa, São Paulo, Brazil",774
822,"William H. Kaempfer Carl McGuire Center for International Studies, Department of Economics, University of Colorado, Boulder, Colorado (USA)",773
823,"Jorge Enrique Ramos Forero Sr.Banco de la Republica de Colombia, Bogotá, Colombia",772
824,"Aleksander  Berentsen Research Division, Federal Reserve Bank of St. Louis, St. Louis, Missouri (USA)",771
825,"Jens  Suedekum Düsseldorf Institute for Competition Economics (DICE), Wirtschaftswissenschaftliche Fakultät, Heinriche-Heine-Universität Düsseldorf, Düsseldorf, Germany",770
826,"Chad P. Bown Peter G. Peterson Institute for International Economics (IIE), Washington, District of Columbia (USA)",769
826,"Paola  Giuliano Center for Global Management, Anderson Graduate School of Management, University of California-Los Angeles (UCLA), Los Angeles, California (USA)",769
826,"Jan  Ditzen Department of Accountancy, Economics and Finance, Heriot-Watt University, Edinburgh, United Kingdom",769
829,"Pierre  Mohnen United Nations University-Maastricht Economic Research Institute of Innovation and Technology (UNU-MERIT), Maastricht, Netherlands",768
829,"Robert  Sugden School of Economics, University of East Anglia, Norwich, United Kingdom",768
829,"Prema-chandra  Athukorala Arndt-Corden Department of Economics, Crawford School of Public Policy, Australian National University, Canberra, Australia",768
832,"Lars Birger Jonung Nationalekonomiska Institutionen, Ekonomihögskolan, Lunds Universitet, Lund, Sweden",767
833,"Patrick  Rey Institut d'Économie Industrielle (IDEI), Toulouse School of Economics (TSE), Toulouse, France",766
833,"Michael  Pfaffermayr Fakultät für Volkswirtschaft und Statistik, Leopold-Franzens-Universität Innsbruck, Innsbruck, Austria",766
833,"J. Bradford Jensen McDonough School of Business, Georgetown University, Washington, District of Columbia (USA)",766
833,"Norberto  Rodriguez N. Banco de la Republica de Colombia, Bogotá, Colombia",766
837,Jack  Hirshleifer †,765
837,"Gianluca D. Benigno Economics Department, London School of Economics (LSE), London, United KingdomCentre for Economic Policy Research (CEPR), London, United Kingdom",765
839,"Agnes Reynes Quisumbing International Food Policy Research Institute (IFPRI), Washington, District of Columbia (USA)",764
839,"Guido  de Blasio Banca d'Italia, Roma, Italy",764
839,"Cesar A. Calderon World Bank Group, Washington, District of Columbia (USA)",764
842,"Joseph G. Altonji Economics Department, Yale University, New Haven, Connecticut (USA)",763
842,"Kenneth D. West Economics Department, University of Wisconsin-Madison, Madison, Wisconsin (USA)",763
842,"Silvio  Daidone Food and Agriculture Organization (FAO), United Nations, Roma, Italy",763
845,Thomas John Steichen,762
845,"Lung-Fei  Lee Department of Economics, Ohio State University, Columbus, Ohio (USA)",762
847,"Eric Albert Strobl Department Volkswirtschaftlehre, Universität Bern, Bern, Switzerland",761
848,"Yin-Wong  Cheung Department of Economics and Finance, College of Business, City University, Kowloon, Hong Kong",760
848,"Sergio  Cesaratto Dipartimento di Economia Politica e Statistics, Facoltà di Economia ""Richard M. Goodwin"", Università degli Studi di Siena, Siena, Italy",760
848,"Brian M. Lucey School of Business, Trinity College Dublin, Dublin, Ireland",760
848,"Erwin  Bulte Leerstoelgroep Ontwikkelingseconomie, Wageningen Universiteit en Researchcentrum, Wageningen, Netherlands",760
848,"Sanjay R. Singh Economics Department, University of California-Davis, Davis, California (USA)",760
848,"Mauricio  Cardenas School of International and Public Affairs (SIPA), Columbia University, New York City, New York (USA)Center for Global Development (CGD), Washington, District of Columbia (USA)",760
848,"Fabrizio  Zilibotti Economics Department, Yale University, New Haven, Connecticut (USA)",760
855,"Paul  Beaudry Vancouver School of Economics, University of British Columbia, Vancouver, Canada",759
855,"Refk  Selmi Institut de Recherche en Management et en Pratiques d’Entreprises (IRMAPE), École Supérieure de Commerce de Pau, Pau, France",759
855,"Chuntao  Li Zhongnan University of Economics and Law, Wuhan, China",759
855,"Christopher  Otrok Economics Department, University of Missouri, Columbia, Missouri (USA)",759
855,"Ariane  Szafarz Centre Emile Bernheim, Solvay Brussels School of Economics and Management, Université Libre de Bruxelles, Bruxelles, BelgiumCentre for European Research in Microfinance (CERMi), Bruxelles/Brussel, Belgium",759
860,"Xavier  D'Haultfoeuille Centre de Recherche en Économie et Statistique (CREST), Palaiseau, France",758
860,"Peter  Karadi European Central Bank, Frankfurt am Main, Germany",758
862,"Douglas  Gollin Department of International Development (Queen Elizabeth House), Oxford University, Oxford, United Kingdom",757
863,"Jakob  Svensson Institute for International Economic Studies (IIES), Stockholms Universitet, Stockholm, Sweden",756
863,"Andrew M. Warner International Monetary Fund (IMF), Washington, District of Columbia (USA)",756
865,"Tobias  Cagala Deutsche Bundesbank, Frankfurt, Germany",755
866,"Maximo  Sangiacomo Banco Central de la República Argentina, Buenos Aires, Argentina",754
867,"Michele  Ruta World Bank Group, Washington, District of Columbia (USA)",753
868,"Gabriele  Rovigatti Centro di Studi Internazionali Sull'Economia e la Sviluppo (CEIS), Facoltà di Economia, Università degli Studi di Roma ""Tor Vergata"", Roma, Italy",752
869,"John  Roberts Graduate School of Business, Stanford University, Stanford, California (USA)",750
869,"Joachim  Wagner Institut für Volkswirtschaftslehre, Fakultät Wirtschaftswissenschaften, Leuphana Universität Lüneburg, Lüneburg, Germany",750
871,"Tooraj  Jamasb Økonomisk Institut, Copenhagen Business School, Frederiksberg, Denmark",749
871,"Dhammika  Dharmapala Institute of Law and Economics, Law School, University of Chicago, Chicago, Illinois (USA)",749
871,Herbert A. Simon †,749
871,"Cormac  O Grada School of Economics, University College Dublin, Dublin, Ireland",749
875,Ronald Leonard Martin,748
876,"Adrien  Auclert Department of Economics, Stanford University, Stanford, California (USA)",747
877,"Yi-Ming  Wei Center for Energy and Environmental Policy Research (CEEP), Beijing Institute of Technology, Beijing, China",746
878,"Reinhilde  Veugelers Onderzoekseenheid Bedrijfseconomie, Strategie en Innovatie, Faculteit Economie en Bedrijfswetenschappen, KU Leuven, Leuven, Belgium",745
878,"George  Filis Business School, Faculty of Management, Bournemouth University, Bournemouth, United Kingdom",745
878,"Enrico  Spolaore Department of Economics, Tufts University, Medford, Massachusetts (USA)",745
878,"Raf  Wouters Nationale Bank van België/Banque national de Belqique (BNB), Bruxelles/Brussel, Belgium",745
882,"Matthew  Rabin Department of Economics, University of California-Berkeley, Berkeley, California (USA)",744
882,"Giovanni  Dell'ariccia Research Department, International Monetary Fund (IMF), Washington, District of Columbia (USA)",744
884,"Esteban  Rossi-Hansberg Department of Economics, Princeton University, Princeton, New Jersey (USA)",743
884,"A. Michael Spence Economics Department, Stern School of Business, New York University (NYU), New York City, New York (USA)",743
886,John F. Nash Jr.†,742
887,"John H. Cochrane Hoover Institution on War Revolution & Peace, Stanford University, Stanford, California (USA)",741
888,"Hernando  Zuleta Centro de Estudios Sobre Desarrollo Económico (CEDE), Facultad de Economía, Universidad de los Andes, Bogotá, Colombia",739
889,"Emily  Oster Economics Department, Brown University, Providence, Rhode Island (USA)",738
890,"Dietmar  Harhoff Max-Planck-Institut für Innovation und Wettbewerb, Max-Planck-Gesellschaft, München, Germany",737
891,"Charles F. Manski Department of Economics, Northwestern University, Evanston, Illinois (USA)Institute for Policy Research (IPR), Northwestern University, Evanston, Illinois (USA)",736
891,"Roland  Hodler School of Economics and Political Science, Universität St. Gallen, Sankt Gallen, Switzerland",736
891,"Joao Tovar Jalles Centro Globalização e Governação (CGG), School of Business and Economics, Universidade Nova de Lisboa, Lisboa, Portugal",736
894,David S. Evans,735
894,"Dan  Andrews Economics Department, Organisation de Coopération et de Développement Économiques (OCDE), Paris, France",735
894,"Joseph  Farrell Department of Economics, University of California-Berkeley, Berkeley, California (USA)",735
897,"Kurt  Mitman Institute for International Economic Studies (IIES), Stockholms Universitet, Stockholm, Sweden",734
897,"d'Artis  Kancs Joint Research Centre, European Commission, Ispra, Italy",734
897,"Robert Ernest Hall Department of Economics, Stanford University, Stanford, California (USA)",734
897,"Stefano  Neri Banca d'Italia, Roma, Italy",734
901,"Fabrizio  Perri Research Department, Federal Reserve Bank of Minneapolis, Minneapolis, Minnesota (USA)",733
901,"Yann  Algan Department of Economics, Sciences économiques, Sciences Po, Paris, France",733
901,"Neil  Wallace Department of Economics, Pennsylvania State University, State College, Pennsylvania (USA)",733
901,"Michael  Lokshin Europe and Central Asia Region, World Bank Group, Washington, District of Columbia (USA)",733
905,"Glenn W. Harrison Department of Risk Management and Insurance, J. Mack Robinson College of Business, Georgia State University, Atlanta, Georgia (USA)",732
905,"Jianjun  Miao Department of Economics, Boston University, Boston, Massachusetts (USA)",732
907,"Gary  Solon Economics Department, Eller College of Management, University of Arizona, Tucson, Arizona (USA)",731
907,"Pedro S. Martins School of Business and Management, Queen Mary University of London, London, United Kingdom",731
907,"Maik  Wolters Volkswirtschaftliches Institut, Wirtschaftswissenschaftliche Fakultät, Bayerische Julius-Maximilians-Universität Würzburg, Würzburg, Germany",731
910,"David  Lopez-Salido Centre for Economic Policy Research (CEPR), London, United Kingdom",730
910,"Zubair  Hasan International Centre for Education in Islamic Finance (INCEIF), Kuala Lumpur, Malaysia",730
910,"Paul A. David Department of Economics, Stanford University, Stanford, California (USA)",730
913,"Simon  Anderson Department of Economics, University of Virginia, Charlottesville, Virginia (USA)",729
913,"Anjani  Kumar International Food Policy Research Institute (IFPRI), Washington, District of Columbia (USA)",729
913,"Jan  Kregel Levy Economics Institute, Bard College, Annandale-on-Hudson, New York (USA)",729
916,"Moritz  Schularick Wirtschaftswissenschaftlicher Fachbereich, Rheinische Friedrich-Wilhelms-Universität Bonn, Bonn, Germany",728
916,Sophia  Rabe-Hesketh,728
918,Maarten L. Buis,727
918,"Athanasios  Orphanides Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",727
920,"William N. Evans Department of Economics, University of Notre Dame, South Bend, Indiana (USA)",726
921,"Mark  Setterfield Department of Economics, New School for Social Research, The New School, New York City, New York (USA)",725
922,"Jayson L. Lusk Department of Agricultural Economics, Purdue University, West Lafayette, Indiana (USA)",724
923,"Yuqing  Xing National Graduate Institute for Policy Studies (GRIPS), Tokyo, Japan",723
923,"Andrei A. Levchenko Economics Department, University of Michigan, Ann Arbor, Michigan (USA)",723
925,"José Gabriel  Palma Faculty of Economics, University of Cambridge, Cambridge, United Kingdom",722
925,"Francis  Kramarz Centre de Recherche en Économie et Statistique (CREST), Palaiseau, France",722
927,"Francisco H. G. Ferreira International Inequalities Institute, London School of Economics (LSE), London, United Kingdom",721
927,"Christian  Rammer Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW), Mannheim, Germany",721
927,"Lina  Cardona-Sosa Institute for Fiscal Studies (IFS), London, United Kingdom",721
930,"John  Creedy Wellington School of Business and Government, Victoria University of Wellington, Wellington, New Zealand",720
931,"Michael  Ehrmann European Central Bank, Frankfurt am Main, Germany",719
931,"John  Roemer Cowles Foundation for Research in Economics, Yale University, New Haven, Connecticut (USA)Economics Department, Yale University, New Haven, Connecticut (USA)",719
933,"Alejandro  Lopez-Feldman Centro de Investigación y Docencia Económicas (CIDE), México, Mexico",718
934,"Douglas W. Diamond Booth School of Business, University of Chicago, Chicago, Illinois (USA)",717
934,"Richard Anthony Kneller School of Economics, University of Nottingham, Nottingham, United Kingdom",717
934,"Franziska Lieselotte Ohnsorge World Bank Group, Washington, District of Columbia (USA)",717
934,"Alberto  Bagnai Dipartimento di Economia, Università degli Studi di Chieti e Pescara (""G. d'Annunzio""), Pescara, Italy",717
934,"Rafael  Di Tella Business, Government and the International Economy (BGIE) Unit, Harvard Business School, Harvard University, Cambridge, Massachusetts (USA)",717
939,"Remi Camille Jedwab Department of Economics, George Washington University, Washington, District of Columbia (USA)",716
939,"Marco E. Terrones Departamento Académico de Economía, Universidad del Pacífico, Lima, Peru",716
939,"Mario  Pianta Facoltà di Economia, Università degli Studi di Urbino, Urbino, Italy",716
939,"Giuseppe  Ilardi Banca d'Italia, Roma, Italy",716
943,"George  Psacharopoulos CESifo, München, Germany",715
943,"Jan Luiten  van Zanden Centre for Global Economic History (CGEH), Universiteit Utrecht, Utrecht, Netherlands",715
943,"James  Bullard Research Division, Federal Reserve Bank of St. Louis, St. Louis, Missouri (USA)",715
943,"Egon Peter Franck Institut für Betriebswirtschaftslehre, Wirtschaftswissenschaftliche Fakutät, Universität Zürich, Zürich, Switzerland",715
943,Martin  Weber,715
948,"Lucio  Sarno Judge Business School, University of Cambridge, Cambridge, United Kingdom",714
948,"Ron S. Jarmin Census Bureau, Department of Commerce, Government of the United States, Washington, District of Columbia (USA)",714
948,"Greg Warren Kaplan Department of Economics, University of Chicago, Chicago, Illinois (USA)",714
951,"Trevor  Tombe Department of Economics, University of Calgary, Calgary, Canada",713
951,"Bruce Clayton Petersen Department of Economics, Washington University in St. Louis, St. Louis, Missouri (USA)",713
951,"Harry M. Markowitz Department of Economics, University of California-San Diego (UCSD), La Jolla, California (USA)",713
951,"Yakov  Amihud Finance Department, Stern School of Business, New York University (NYU), New York City, New York (USA)",713
951,"Alison Lee Booth Research School of Economics, College of Business and Economics, Australian National University, Canberra, Australia",713
951,"Miguel  Faria-e-Castro Research Division, Federal Reserve Bank of St. Louis, St. Louis, Missouri (USA)",713
957,"Adrian Cantemir  Calin Institutul de Prognoza Economica, Institutul National de Cercetari Economice (INCE), Academia Romana, Bucureşti, Romania",712
957,Nick  Hanley,712
957,"Alessandro  Rebucci Carey Business School, Johns Hopkins University, Baltimore, Maryland (USA)",712
960,"Fatih  Guvenen Department of Economics, University of Minnesota, Minneapolis, Minnesota (USA)",711
960,"David L. Hummels Department of Economics, Krannert School of Management, Purdue University, West Lafayette, Indiana (USA)",711
960,"Livio  Stracca European Central Bank, Frankfurt am Main, Germany",711
963,"Daniel  Kaufmann Global Economy and Development Program, Brookings Institution, Washington, District of Columbia (USA)",710
963,"Sylvain  Weber Institut de recherches économiques (IRENE), Faculté des sciences économiques (FSE), Université de Neuchâtel, Neuchâtel, Switzerland",710
965,"Johan  Fourie Department of Economics, Fakulteit Ekonomiese en Bestuurswetenskappe, University of Stellenbosch, Stellenbosch, South Africa",709
965,"Jerome  Creel Centre de recherche en Économie (OFCE), Sciences économiques, Sciences Po, Paris, France",709
965,"Georges  Dionne HEC Montréal (École des Hautes Études Commerciales), Montréal, Canada",709
965,"Xiaodong  Zhu Department of Economics, University of Toronto, Toronto, Canada",709
